loc,v(g),ev(g),iv(g),l,d,i,b,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
10.0,1.0,1.0,1.0,0.4,2.5,20.08,0.02,5,1,1,0,5.0,7.0,7.0,7.0,1.0,False
8.0,2.0,1.0,1.0,0.17,5.83,13.71,0.02,6,0,0,0,10.0,6.0,12.0,7.0,3.0,False
14.0,2.0,1.0,2.0,0.19,5.14,30.77,0.06,10,0,2,0,9.0,14.0,22.0,15.0,3.0,False
15.0,5.0,1.0,3.0,0.12,8.67,38.16,0.12,13,0,0,0,13.0,18.0,43.0,27.0,9.0,False
36.0,13.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,False
9.0,2.0,1.0,2.0,0.33,3.0,15.5,0.02,6,0,1,0,6.0,5.0,7.0,6.0,3.0,False
7.0,2.0,1.0,1.0,0.17,6.0,6.89,0.01,5,0,0,0,4.0,2.0,8.0,6.0,3.0,False
22.0,6.0,6.0,4.0,0.06,16.3,39.63,0.22,19,0,3,0,15.0,22.0,76.0,50.0,11.0,False
50.0,6.0,1.0,6.0,0.04,24.23,25.31,0.2,32,10,3,0,19.0,20.0,65.0,51.0,11.0,False
9.0,2.0,1.0,2.0,0.17,5.79,14.21,0.03,6,0,1,0,9.0,7.0,11.0,9.0,3.0,False
17.0,3.0,1.0,2.0,0.07,14.67,16.61,0.08,13,0,2,0,16.0,9.0,37.0,16.0,5.0,False
17.0,2.0,1.0,1.0,0.1,10.4,17.64,0.06,9,2,4,0,13.0,10.0,24.0,16.0,3.0,False
8.0,2.0,1.0,1.0,0.24,4.08,18.35,0.02,4,0,2,0,8.0,7.0,10.0,7.0,3.0,False
6.0,2.0,1.0,1.0,0.22,4.5,11.07,0.02,4,0,0,0,9.0,4.0,10.0,4.0,3.0,False
34.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
21.0,1.0,1.0,1.0,0.14,7.14,36.59,0.09,12,1,6,0,10.0,14.0,36.0,21.0,1.0,False
57.0,8.0,5.0,8.0,0.06,17.29,55.66,0.3,41,6,10,0,17.0,34.0,105.0,69.0,15.0,False
12.0,5.0,3.0,1.0,0.09,10.8,10.03,0.04,9,0,1,0,9.0,5.0,17.0,11.0,9.0,False
25.0,7.0,7.0,3.0,0.07,13.59,22.73,0.1,19,0,4,0,15.0,11.0,41.0,23.0,13.0,False
23.0,2.0,1.0,2.0,0.08,12.73,22.76,0.1,15,2,0,0,14.0,11.0,45.0,20.0,3.0,False
14.0,1.0,1.0,1.0,0.21,4.81,31.12,0.05,10,0,2,0,7.0,11.0,20.0,16.0,1.0,False
16.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,9.0,False
65.0,7.0,3.0,6.0,0.05,19.31,53.55,0.37,45,8,7,0,17.0,35.0,115.0,79.0,13.0,False
17.0,2.0,1.0,2.0,0.1,9.63,15.0,0.05,11,1,2,0,14.0,7.0,26.0,11.0,3.0,False
20.0,3.0,1.0,2.0,0.08,12.4,33.01,0.15,18,0,1,0,12.0,15.0,52.0,36.0,5.0,False
77.0,3.0,1.0,2.0,0.03,31.64,57.81,0.58,60,3,8,0,21.0,40.0,187.0,108.0,5.0,False
18.0,2.0,1.0,1.0,0.09,11.57,27.63,0.09,12,0,3,1,12.0,14.0,31.0,27.0,3.0,False
35.0,6.0,1.0,3.0,0.04,23.68,30.81,0.24,24,3,7,0,21.0,25.0,79.0,56.0,11.0,False
13.0,4.0,1.0,2.0,0.1,9.6,20.51,0.06,9,0,2,0,12.0,10.0,27.0,16.0,7.0,False
16.0,2.0,1.0,2.0,0.28,3.57,23.09,0.04,12,1,1,0,5.0,7.0,13.0,10.0,3.0,False
17.0,4.0,3.0,2.0,0.1,10.2,15.85,0.05,13,0,2,0,13.0,10.0,19.0,13.0,7.0,False
92.0,7.0,1.0,6.0,0.03,29.62,50.08,0.55,69,29,18,0,19.0,38.0,180.0,110.0,13.0,False
38.0,6.0,1.0,4.0,0.06,17.35,34.19,0.22,29,0,7,0,20.0,23.0,78.0,45.0,11.0,False
26.0,4.0,1.0,4.0,0.1,10.06,28.1,0.1,18,3,3,0,14.0,16.0,37.0,26.0,7.0,False
51.0,15.0,12.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,False
4.0,1.0,1.0,1.0,0.17,6.0,6.89,0.01,2,0,0,0,4.0,2.0,10.0,2.0,1.0,False
20.0,2.0,1.0,2.0,0.11,9.17,38.85,0.12,15,0,3,0,12.0,21.0,39.0,33.0,3.0,False
41.0,5.0,3.0,3.0,0.05,21.07,28.04,0.21,37,0,2,0,21.0,23.0,67.0,50.0,9.0,False
18.0,4.0,1.0,2.0,0.09,10.63,21.4,0.07,13,0,2,0,13.0,12.0,31.0,21.0,7.0,False
38.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,False
26.0,5.0,1.0,3.0,0.07,13.65,24.52,0.11,19,0,3,0,9.0,10.0,44.0,29.0,9.0,False
6.0,1.0,1.0,1.0,0.33,3.0,12.0,0.01,3,0,1,0,6.0,4.0,6.0,4.0,1.0,False
20.0,1.0,1.0,1.0,0.26,3.96,46.27,0.05,8,5,5,0,7.0,15.0,20.0,17.0,1.0,False
31.0,7.0,1.0,7.0,0.04,24.29,25.31,0.19,23,1,4,0,20.0,19.0,60.0,49.0,13.0,False
39.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
11.0,1.0,1.0,1.0,0.24,4.13,26.28,0.04,6,0,1,0,6.0,8.0,18.0,11.0,1.0,False
28.0,4.0,1.0,3.0,0.06,15.86,33.51,0.17,23,0,3,0,18.0,21.0,69.0,37.0,7.0,False
22.0,3.0,1.0,3.0,0.17,5.85,33.65,0.06,16,0,4,0,8.0,13.0,23.0,18.0,5.0,False
15.0,4.0,4.0,2.0,0.11,8.73,22.81,0.07,13,0,0,0,12.0,11.0,28.0,16.0,7.0,False
9.0,1.0,1.0,1.0,0.4,2.5,18.98,0.02,5,0,2,0,5.0,5.0,9.0,5.0,1.0,False
36.0,6.0,1.0,2.0,0.05,19.24,39.81,0.23,27,0,7,0,12.0,19.0,67.0,63.0,11.0,False
13.0,1.0,1.0,1.0,0.22,4.59,46.28,0.07,9,1,1,1,7.0,16.0,26.0,21.0,1.0,False
4.0,1.0,1.0,1.0,0.4,2.5,12.68,0.01,2,0,0,0,5.0,5.0,6.0,4.0,1.0,False
21.0,2.0,1.0,2.0,0.12,8.59,35.41,0.1,14,0,4,0,11.0,17.0,39.0,25.0,3.0,False
8.0,3.0,3.0,2.0,0.14,7.7,11.43,0.03,4,0,1,0,11.0,7.0,11.0,10.0,5.0,False
9.0,2.0,1.0,2.0,0.12,8.75,14.27,0.04,7,0,0,0,14.0,10.0,18.0,13.0,3.0,False
16.0,2.0,1.0,2.0,0.1,10.39,15.11,0.06,11,0,3,0,13.0,9.0,25.0,14.0,3.0,False
30.0,2.0,1.0,2.0,0.18,5.6,58.69,0.1,18,0,5,0,7.0,20.0,35.0,32.0,3.0,False
10.0,1.0,1.0,1.0,0.21,4.8,11.53,0.02,4,0,2,0,8.0,5.0,8.0,6.0,1.0,False
28.0,4.0,4.0,1.0,0.07,15.18,20.33,0.1,19,0,5,0,11.0,11.0,41.0,27.0,7.0,False
23.0,3.0,1.0,3.0,0.11,9.0,22.88,0.07,19,0,2,0,12.0,12.0,26.0,18.0,5.0,False
9.0,2.0,1.0,1.0,0.17,6.0,10.24,0.02,8,0,1,0,9.0,4.0,11.0,6.0,3.0,False
36.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
33.0,3.0,3.0,3.0,0.05,19.5,26.61,0.17,23,1,6,0,17.0,17.0,62.0,39.0,5.0,False
9.0,2.0,1.0,2.0,0.29,3.5,14.34,0.02,4,2,1,0,7.0,5.0,9.0,5.0,3.0,False
45.0,6.0,3.0,4.0,0.08,13.06,46.26,0.2,41,0,2,0,15.0,27.0,65.0,47.0,11.0,False
12.0,4.0,1.0,2.0,0.13,7.94,30.91,0.08,8,0,2,0,10.0,17.0,27.0,23.0,7.0,False
25.0,3.0,3.0,2.0,0.06,16.3,16.16,0.08,19,0,4,0,15.0,10.0,30.0,23.0,5.0,False
47.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
14.0,2.0,1.0,2.0,0.14,7.0,23.57,0.05,11,0,2,0,11.0,11.0,23.0,14.0,3.0,False
23.0,4.0,4.0,2.0,0.11,9.23,26.7,0.08,14,2,2,0,10.0,13.0,33.0,23.0,7.0,False
40.0,8.0,1.0,7.0,0.04,22.5,24.59,0.19,32,0,4,0,16.0,16.0,68.0,45.0,15.0,False
152.0,19.0,1.0,15.0,0.02,42.1,70.0,1.02,102,22,18,1,21.0,51.0,238.0,204.0,37.0,False
9.0,4.0,3.0,3.0,0.13,7.56,16.21,0.04,6,0,1,0,13.0,8.0,20.0,9.0,7.0,False
17.0,2.0,1.0,1.0,0.12,8.73,29.5,0.08,12,0,2,0,10.0,11.0,33.0,24.0,3.0,False
11.0,2.0,1.0,2.0,0.19,5.14,18.88,0.03,7,0,2,0,9.0,7.0,12.0,9.0,3.0,False
20.0,4.0,3.0,2.0,0.07,14.0,13.79,0.07,14,0,2,0,14.0,9.0,26.0,18.0,7.0,False
26.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
39.0,15.0,12.0,9.0,0.06,17.0,44.3,0.24,32,0,5,0,16.0,26.0,89.0,54.0,29.0,False
27.0,7.0,1.0,2.0,0.05,21.07,29.88,0.2,23,0,2,0,19.0,21.0,69.0,42.0,13.0,False
22.0,8.0,7.0,3.0,0.06,16.67,18.75,0.1,19,0,1,0,16.0,12.0,36.0,25.0,15.0,False
17.0,8.0,5.0,2.0,0.07,14.3,18.66,0.09,13,0,2,0,13.0,10.0,37.0,23.0,15.0,False
40.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
9.0,1.0,1.0,1.0,0.21,4.71,22.53,0.04,4,2,1,0,6.0,7.0,17.0,11.0,1.0,False
46.0,2.0,1.0,1.0,0.04,26.47,25.37,0.24,33,9,4,0,18.0,17.0,81.0,50.0,3.0,False
5.0,1.0,1.0,1.0,0.33,3.0,11.07,0.01,2,0,1,0,6.0,3.0,6.0,3.0,1.0,False
22.0,3.0,1.0,2.0,0.1,10.05,22.32,0.08,17,0,3,0,12.0,12.0,29.0,23.0,5.0,False
83.0,11.0,1.0,5.0,0.05,21.81,74.6,0.54,66,5,9,3,14.0,43.0,145.0,134.0,21.0,False
24.0,2.0,1.0,2.0,0.1,9.69,25.22,0.08,17,0,3,0,12.0,13.0,31.0,21.0,3.0,False
25.0,4.0,1.0,4.0,0.07,14.0,15.83,0.08,21,0,2,0,15.0,10.0,32.0,20.0,7.0,False
12.0,1.0,1.0,1.0,0.18,5.5,20.36,0.04,8,0,2,0,8.0,9.0,15.0,11.0,1.0,False
16.0,2.0,1.0,1.0,0.2,4.96,31.6,0.06,11,1,2,0,8.0,14.0,21.0,19.0,3.0,False
5.0,1.0,1.0,1.0,0.25,4.0,13.88,0.02,2,0,1,0,8.0,5.0,10.0,5.0,1.0,False
56.0,8.0,1.0,4.0,0.03,29.78,32.65,0.32,45,0,11,0,18.0,21.0,105.0,77.0,15.0,False
52.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
21.0,3.0,1.0,1.0,0.05,20.36,19.08,0.13,14,0,5,0,17.0,14.0,47.0,30.0,5.0,False
5.0,1.0,1.0,1.0,0.18,5.83,15.09,0.03,3,0,0,0,10.0,6.0,15.0,11.0,1.0,False
26.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
10.0,1.0,1.0,1.0,0.11,9.0,9.76,0.03,7,0,1,0,9.0,4.0,14.0,8.0,1.0,False
25.0,2.0,1.0,2.0,0.08,12.13,25.48,0.1,17,0,4,0,13.0,15.0,37.0,29.0,3.0,False
30.0,7.0,7.0,1.0,0.05,20.42,19.93,0.13,26,0,2,0,13.0,12.0,49.0,41.0,13.0,False
19.0,3.0,1.0,2.0,0.1,10.5,14.29,0.05,13,2,2,0,14.0,7.0,25.0,12.0,5.0,False
23.0,3.0,1.0,1.0,0.1,10.42,25.04,0.09,20,0,2,0,10.0,12.0,38.0,21.0,5.0,False
27.0,5.0,1.0,4.0,0.09,11.69,29.78,0.11,21,1,2,0,12.0,17.0,39.0,31.0,9.0,False
6.0,1.0,1.0,1.0,0.29,3.5,12.8,0.02,3,0,0,0,7.0,4.0,11.0,4.0,1.0,False
28.0,6.0,3.0,3.0,0.05,19.0,26.5,0.2,21,1,4,0,14.0,16.0,70.0,46.0,11.0,False
25.0,3.0,1.0,1.0,0.09,11.0,21.28,0.08,21,0,4,0,13.0,13.0,28.0,22.0,5.0,False
7.0,1.0,1.0,1.0,0.17,5.83,9.11,0.02,4,0,0,0,7.0,3.0,9.0,5.0,1.0,False
7.0,2.0,1.0,1.0,0.2,5.0,10.04,0.02,4,0,1,0,6.0,4.0,7.0,7.0,3.0,False
5.0,1.0,1.0,1.0,0.29,3.5,15.36,0.02,3,0,0,0,7.0,5.0,10.0,5.0,1.0,False
41.0,5.0,1.0,4.0,0.06,15.58,34.19,0.18,29,3,7,0,16.0,22.0,59.0,46.0,9.0,False
55.0,1.0,1.0,1.0,0.24,4.17,94.27,0.14,21,10,12,0,8.0,36.0,49.0,44.0,1.0,False
22.0,3.0,3.0,1.0,0.08,12.55,19.83,0.08,10,7,2,3,12.0,11.0,32.0,23.0,5.0,False
28.0,5.0,1.0,3.0,0.06,15.53,20.01,0.11,15,6,5,0,16.0,13.0,43.0,25.0,9.0,False
32.0,4.0,1.0,4.0,0.19,5.14,52.54,0.1,21,8,2,0,8.0,21.0,37.0,25.0,7.0,False
73.0,9.0,6.0,6.0,0.03,30.88,55.84,0.56,63,0,6,1,21.0,39.0,171.0,119.0,17.0,False
30.0,6.0,1.0,5.0,0.06,17.27,29.36,0.17,22,0,8,0,13.0,15.0,64.0,38.0,11.0,False
16.0,2.0,1.0,2.0,0.15,6.8,24.0,0.06,10,0,4,0,9.0,10.0,22.0,16.0,3.0,False
15.0,2.0,1.0,2.0,0.13,7.78,22.67,0.06,10,0,2,0,8.0,9.0,23.0,16.0,3.0,False
10.0,2.0,1.0,2.0,0.19,5.25,17.12,0.03,7,0,1,0,7.0,6.0,13.0,9.0,3.0,False
9.0,2.0,1.0,2.0,0.33,3.0,22.2,0.02,7,0,0,0,6.0,7.0,12.0,7.0,3.0,False
63.0,12.0,12.0,8.0,0.04,25.23,57.92,0.54,57,2,1,0,16.0,38.0,144.0,120.0,23.0,False
32.0,3.0,1.0,3.0,0.05,18.38,31.78,0.19,24,2,5,0,17.0,16.0,74.0,35.0,5.0,False
22.0,4.0,1.0,1.0,0.05,20.45,23.38,0.17,18,0,2,0,10.0,11.0,72.0,38.0,7.0,False
27.0,8.0,3.0,1.0,0.04,28.29,19.16,0.19,21,1,2,0,19.0,14.0,79.0,41.0,15.0,False
31.0,2.0,1.0,2.0,0.09,11.28,48.28,0.18,24,0,5,0,12.0,25.0,61.0,42.0,3.0,False
16.0,4.0,3.0,3.0,0.1,9.81,20.55,0.07,13,0,1,0,13.0,13.0,26.0,19.0,7.0,False
95.0,12.0,7.0,7.0,0.05,20.4,51.37,0.35,68,24,9,0,19.0,35.0,105.0,76.0,23.0,False
8.0,1.0,1.0,1.0,0.15,6.75,12.06,0.03,4,0,0,0,9.0,4.0,16.0,6.0,1.0,False
81.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
37.0,6.0,1.0,4.0,0.06,15.58,41.45,0.21,27,1,5,0,15.0,24.0,66.0,51.0,11.0,False
17.0,2.0,1.0,1.0,0.13,7.7,21.11,0.05,11,0,2,0,11.0,10.0,23.0,14.0,3.0,False
158.0,36.0,30.0,18.0,0.02,49.71,43.26,0.69,130,6,13,4,29.0,38.0,228.0,146.0,71.0,False
4.0,1.0,1.0,1.0,0.4,2.5,9.6,0.01,4,0,0,0,5.0,3.0,5.0,3.0,1.0,False
20.0,4.0,1.0,4.0,0.07,15.0,22.03,0.11,12,0,5,1,12.0,12.0,42.0,30.0,7.0,False
6.0,1.0,1.0,2.0,0.22,4.5,13.02,0.02,3,0,1,0,9.0,6.0,9.0,6.0,1.0,False
60.0,10.0,1.0,1.0,0.07,14.32,43.34,0.21,51,0,7,0,14.0,22.0,69.0,50.0,11.0,False
26.0,5.0,3.0,4.0,0.08,12.0,22.67,0.09,22,0,2,0,12.0,20.0,30.0,24.0,9.0,False
19.0,2.0,1.0,2.0,0.14,7.46,31.12,0.08,14,0,1,0,8.0,14.0,27.0,23.0,3.0,False
16.0,3.0,3.0,1.0,0.1,10.21,17.55,0.06,11,0,3,0,11.0,7.0,27.0,16.0,5.0,False
12.0,3.0,1.0,3.0,0.29,3.5,21.76,0.03,8,0,2,0,7.0,7.0,13.0,7.0,5.0,False
25.0,5.0,1.0,2.0,0.04,22.5,20.3,0.16,20,0,3,0,18.0,14.0,55.0,37.0,9.0,False
31.0,4.0,1.0,3.0,0.06,15.68,26.26,0.13,21,2,3,0,16.0,17.0,47.0,29.0,7.0,False
12.0,3.0,1.0,2.0,0.12,8.33,14.42,0.04,9,0,1,0,10.0,9.0,19.0,15.0,5.0,False
112.0,12.0,9.0,7.0,0.02,49.62,42.8,0.71,86,13,9,2,27.0,37.0,218.0,136.0,22.0,False
23.0,3.0,1.0,3.0,0.1,9.75,25.85,0.08,15,2,4,0,13.0,12.0,34.0,19.0,5.0,False
46.0,6.0,1.0,1.0,0.05,19.38,25.75,0.15,38,1,5,0,20.0,16.0,58.0,31.0,11.0,False
10.0,2.0,1.0,2.0,0.15,6.67,14.4,0.03,7,0,1,0,10.0,6.0,15.0,9.0,3.0,False
17.0,1.0,1.0,1.0,0.11,9.55,29.55,0.09,13,0,1,0,10.0,11.0,38.0,23.0,1.0,False
46.0,9.0,5.0,7.0,0.04,28.28,29.46,0.29,39,0,3,0,15.0,16.0,94.0,60.0,17.0,False
21.0,2.0,1.0,1.0,0.1,9.9,21.09,0.07,14,0,4,0,13.0,10.0,29.0,17.0,3.0,False
14.0,1.0,1.0,1.0,0.25,4.0,42.28,0.05,10,0,2,0,5.0,12.0,18.0,16.0,1.0,False
7.0,1.0,1.0,1.0,0.29,3.5,20.49,0.02,4,0,1,0,6.0,8.0,11.0,8.0,1.0,False
63.0,22.0,14.0,1.0,0.02,61.29,22.94,0.49,36,8,11,1,22.0,17.0,171.0,96.0,43.0,False
6.0,1.0,1.0,1.0,0.29,3.5,9.49,0.01,3,0,1,0,4.0,3.0,7.0,5.0,1.0,False
42.0,9.0,3.0,9.0,0.07,14.58,54.45,0.26,29,6,6,0,14.0,29.0,75.0,75.0,17.0,False
14.0,1.0,1.0,1.0,0.1,9.6,18.12,0.06,11,0,1,0,12.0,10.0,26.0,16.0,1.0,False
17.0,3.0,3.0,2.0,0.08,12.86,19.78,0.08,14,0,1,0,15.0,11.0,31.0,20.0,5.0,False
51.0,5.0,1.0,4.0,0.03,32.34,21.03,0.25,36,5,5,0,15.0,15.0,81.0,51.0,9.0,False
45.0,4.0,1.0,1.0,0.07,13.55,45.53,0.22,30,0,11,0,14.0,21.0,73.0,54.0,7.0,False
8.0,1.0,1.0,1.0,0.28,3.57,22.53,0.03,6,0,0,0,6.0,7.0,16.0,7.0,1.0,False
65.0,6.0,1.0,4.0,0.04,24.94,35.06,0.28,42,15,12,1,19.0,24.0,86.0,69.0,11.0,False
10.0,1.0,1.0,1.0,0.17,6.0,12.56,0.03,6,0,2,0,8.0,6.0,13.0,9.0,1.0,False
34.0,20.0,13.0,1.0,0.02,51.06,22.26,0.0,0,0,0,0,0.0,0.0,0.0,0.0,39.0,False
10.0,2.0,1.0,2.0,0.13,7.5,12.89,0.04,7,0,1,0,6.0,6.0,13.0,14.0,3.0,False
6.0,1.0,1.0,1.0,0.5,2.0,26.28,0.02,6,0,0,0,4.0,6.0,8.0,6.0,1.0,False
7.0,1.0,1.0,1.0,0.27,3.75,10.63,0.02,4,0,1,0,7.0,4.0,7.0,5.0,1.0,False
22.0,6.0,1.0,2.0,0.03,30.0,10.13,0.13,14,0,4,0,14.0,7.0,55.0,32.0,11.0,False
13.0,2.0,1.0,2.0,0.16,6.22,24.31,0.05,11,0,1,0,8.0,9.0,23.0,14.0,3.0,False
12.0,2.0,1.0,2.0,0.13,7.5,10.94,0.03,7,3,0,0,9.0,6.0,12.0,9.0,3.0,False
26.0,5.0,1.0,4.0,0.07,14.22,44.35,0.21,18,0,4,0,16.0,25.0,69.0,48.0,9.0,False
33.0,6.0,1.0,5.0,0.1,10.5,46.91,0.17,28,0,2,0,14.0,28.0,49.0,42.0,11.0,False
76.0,10.0,4.0,9.0,0.05,20.31,55.43,0.38,50,3,8,3,14.0,36.0,112.0,94.0,19.0,False
25.0,2.0,1.0,2.0,0.12,8.39,47.77,0.13,16,0,5,0,9.0,19.0,46.0,37.0,3.0,False
6.0,1.0,1.0,1.0,0.36,2.75,26.31,0.02,4,0,0,0,5.0,6.0,12.0,7.0,1.0,False
11.0,2.0,1.0,1.0,0.2,5.0,18.35,0.03,8,0,1,0,8.0,8.0,15.0,10.0,3.0,False
22.0,3.0,1.0,3.0,0.09,10.83,20.39,0.07,14,0,4,0,13.0,12.0,29.0,20.0,5.0,False
7.0,1.0,1.0,1.0,0.4,2.5,17.17,0.01,3,0,1,0,5.0,5.0,8.0,5.0,1.0,False
24.0,4.0,1.0,3.0,0.07,14.4,19.21,0.09,19,0,3,0,16.0,14.0,35.0,22.0,6.0,False
17.0,2.0,1.0,2.0,0.1,10.0,17.17,0.06,12,0,3,0,9.0,9.0,25.0,20.0,3.0,False
6.0,1.0,1.0,1.0,0.33,3.0,10.57,0.01,3,0,0,0,6.0,3.0,7.0,3.0,1.0,False
83.0,16.0,16.0,16.0,0.04,24.23,70.38,0.55,66,0,15,0,18.0,43.0,172.0,108.0,31.0,False
20.0,9.0,3.0,1.0,0.07,14.67,25.4,0.11,16,0,2,0,12.0,12.0,47.0,22.0,17.0,False
10.0,2.0,1.0,2.0,0.1,10.08,12.28,0.04,6,0,2,0,11.0,7.0,19.0,11.0,3.0,False
11.0,4.0,1.0,3.0,0.17,6.0,20.23,0.04,9,0,0,0,8.0,8.0,18.0,12.0,7.0,False
11.0,2.0,1.0,2.0,0.13,7.68,26.8,0.07,6,0,2,1,9.0,11.0,29.0,17.0,3.0,False
59.0,10.0,6.0,3.0,0.02,41.35,22.51,0.29,43,6,7,0,22.0,17.0,115.0,66.0,19.0,False
11.0,2.0,1.0,2.0,0.16,6.19,16.75,0.03,7,0,2,0,9.0,8.0,17.0,11.0,3.0,False
26.0,5.0,1.0,5.0,0.06,18.13,23.91,0.14,23,0,1,0,16.0,15.0,52.0,35.0,9.0,False
7.0,1.0,1.0,1.0,0.2,4.9,13.56,0.02,5,0,0,0,7.0,5.0,12.0,7.0,1.0,False
13.0,2.0,1.0,1.0,0.12,8.0,15.49,0.04,6,0,0,0,12.0,6.0,19.0,7.0,3.0,False
32.0,4.0,1.0,4.0,0.08,12.66,27.58,0.11,23,5,1,0,15.0,16.0,38.0,29.0,7.0,False
6.0,1.0,1.0,1.0,0.42,2.4,17.17,0.01,4,0,0,0,4.0,5.0,7.0,6.0,1.0,False
52.0,2.0,1.0,1.0,0.05,19.74,57.74,0.4,46,0,3,0,14.0,26.0,117.0,95.0,3.0,False
20.0,2.0,1.0,2.0,0.12,8.67,27.41,0.08,13,0,5,0,13.0,12.0,32.0,20.0,3.0,False
36.0,10.0,9.0,11.0,0.05,21.23,26.72,0.2,23,5,3,0,17.0,19.0,66.0,49.0,19.0,False
34.0,5.0,1.0,4.0,0.06,16.58,31.85,0.18,29,0,2,0,16.0,21.0,59.0,43.0,9.0,False
7.0,1.0,1.0,1.0,0.27,3.75,12.68,0.02,4,0,1,0,5.0,6.0,9.0,6.0,1.0,False
35.0,3.0,1.0,2.0,0.08,12.25,67.46,0.28,26,1,4,2,14.0,36.0,83.0,61.0,5.0,False
14.0,4.0,3.0,2.0,0.14,7.33,19.17,0.05,11,0,1,0,12.0,9.0,26.0,11.0,7.0,False
11.0,1.0,1.0,1.0,0.13,7.79,27.12,0.07,8,0,0,0,11.0,12.0,36.0,17.0,1.0,False
15.0,2.0,1.0,2.0,0.13,7.64,25.61,0.06,11,0,2,0,8.0,11.0,27.0,19.0,3.0,False
15.0,4.0,1.0,1.0,0.07,15.19,9.56,0.05,10,0,3,0,13.0,8.0,22.0,14.0,7.0,False
13.0,1.0,1.0,1.0,0.4,2.5,19.37,0.02,4,3,1,0,5.0,6.0,8.0,6.0,1.0,False
14.0,1.0,1.0,1.0,0.1,10.0,22.26,0.08,9,0,3,0,9.0,9.0,37.0,19.0,1.0,False
43.0,6.0,5.0,3.0,0.04,25.77,29.99,0.23,34,0,7,0,19.0,21.0,71.0,55.0,11.0,False
11.0,2.0,1.0,2.0,0.2,5.0,11.52,0.02,7,0,0,0,7.0,4.0,11.0,6.0,3.0,False
15.0,1.0,1.0,1.0,0.23,4.2,29.09,0.05,9,1,3,0,5.0,10.0,15.0,16.0,1.0,False
21.0,3.0,1.0,3.0,0.11,8.75,44.97,0.13,11,0,5,1,12.0,22.0,44.0,31.0,5.0,False
51.0,8.0,4.0,8.0,0.06,18.01,58.51,0.37,34,1,5,4,17.0,34.0,111.0,83.0,15.0,False
27.0,4.0,4.0,3.0,0.08,12.79,32.93,0.13,21,0,4,0,13.0,19.0,39.0,36.0,7.0,False
9.0,1.0,1.0,1.0,0.26,3.86,24.38,0.03,5,0,2,0,6.0,7.0,12.0,11.0,1.0,False
14.0,3.0,3.0,1.0,0.1,10.0,10.84,0.04,10,0,1,0,12.0,5.0,19.0,7.0,5.0,False
34.0,8.0,1.0,5.0,0.13,7.64,39.19,0.1,22,2,7,0,9.0,18.0,35.0,31.0,15.0,False
6.0,1.0,1.0,1.0,0.22,4.5,13.02,0.02,4,0,0,0,9.0,6.0,11.0,6.0,1.0,False
25.0,6.0,5.0,6.0,0.06,16.92,26.42,0.15,19,0,4,0,18.0,18.0,54.0,36.0,11.0,False
16.0,3.0,3.0,1.0,0.1,10.39,22.94,0.08,11,0,3,0,11.0,9.0,36.0,19.0,5.0,False
262.0,21.0,20.0,20.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,41.0,False
20.0,3.0,1.0,3.0,0.1,10.0,19.38,0.07,14,0,4,0,12.0,9.0,28.0,20.0,5.0,False
31.0,1.0,1.0,1.0,0.04,25.38,14.85,0.15,22,0,5,0,6.0,8.0,61.0,46.0,1.0,False
10.0,1.0,1.0,1.0,0.29,3.44,27.06,0.03,7,0,1,0,5.0,8.0,14.0,11.0,1.0,False
30.0,19.0,19.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,False
9.0,2.0,1.0,2.0,0.14,7.88,10.71,0.03,4,2,1,0,9.0,4.0,12.0,7.0,3.0,False
31.0,5.0,1.0,3.0,0.06,16.58,28.28,0.16,22,0,4,0,16.0,18.0,55.0,34.0,9.0,False
